file,species,transcript,good_length,num_early_stops,num_amb_chars,length
ENSG00000104290,gorilla,ENSGGOT00000033399.2,TRUE,0,0,2001
ENSG00000104299,human,ENST00000521022.6,TRUE,0,0,1977
ENSG00000104299,gorilla,ENSGGOT00000056066.1,TRUE,0,0,2034
ENSG00000104312,human,ENST00000220751.5,TRUE,0,0,1623
ENSG00000104312,gorilla,ENSGGOT00000010883.3,TRUE,0,0,1623
ENSG00000104313,human,ENST00000340726.8,TRUE,0,0,1779
ENSG00000104313,gorilla,ENSGGOT00000003232.3,TRUE,0,0,1779
ENSG00000104320,human,ENST00000265433.8,TRUE,0,0,2265
ENSG00000104320,gorilla,ENSGGOT00000030987.2,TRUE,0,0,2163
ENSG00000104324,human,ENST00000220763.10,TRUE,0,0,1419
ENSG00000104324,gorilla,ENSGGOT00000004786.3,TRUE,0,0,1419
ENSG00000104325,human,ENST00000220764.7,TRUE,0,0,1008
ENSG00000104325,gorilla,ENSGGOT00000002627.3,TRUE,0,0,1008
ENSG00000104327,human,ENST00000265431.7,TRUE,0,0,786
ENSG00000104327,gorilla,ENSGGOT00000004962.3,TRUE,0,0,786
ENSG00000104331,human,ENST00000262644.9,TRUE,0,0,1080
ENSG00000104331,gorilla,ENSGGOT00000033558.2,TRUE,0,0,1080
ENSG00000104332,human,ENST00000220772.8,TRUE,0,0,945
ENSG00000104332,gorilla,ENSGGOT00000059699.1,TRUE,0,0,945
ENSG00000104341,human,ENST00000521545.7,TRUE,0,0,681
ENSG00000104341,gorilla,ENSGGOT00000000548.3,TRUE,0,0,951
ENSG00000104343,human,ENST00000602593.6,TRUE,0,0,456
ENSG00000104343,gorilla,ENSGGOT00000045168.1,TRUE,0,0,594
ENSG00000104361,human,ENST00000430223.7,TRUE,0,0,1152
ENSG00000104361,gorilla,ENSGGOT00000002401.3,TRUE,0,0,1152
ENSG00000104365,human,ENST00000520810.6,TRUE,0,0,2271
ENSG00000104365,gorilla,ENSGGOT00000006801.3,TRUE,0,0,2289
ENSG00000104368,human,ENST00000220809.9,TRUE,0,0,1689
ENSG00000104368,gorilla,ENSGGOT00000029006.2,TRUE,0,0,1683
ENSG00000104369,human,ENST00000342232.5,TRUE,0,0,1986
ENSG00000104369,gorilla,ENSGGOT00000002840.3,TRUE,0,0,1986
ENSG00000104371,human,ENST00000220812.3,TRUE,0,0,675
ENSG00000104371,gorilla,ENSGGOT00000015837.3,TRUE,0,0,675
ENSG00000104375,human,ENST00000419617.7,TRUE,0,0,1476
ENSG00000104375,gorilla,ENSGGOT00000067341.1,TRUE,0,0,1560
ENSG00000104381,human,ENST00000220822.12,TRUE,0,0,1077
ENSG00000104381,gorilla,ENSGGOT00000002848.3,TRUE,0,0,1077
ENSG00000104388,human,ENST00000262646.12,TRUE,0,0,639
ENSG00000104388,gorilla,ENSGGOT00000054298.1,TRUE,0,0,639
ENSG00000104408,human,ENST00000220849.10,TRUE,0,0,1338
ENSG00000104408,gorilla,ENSGGOT00000058403.1,TRUE,0,0,1374
ENSG00000104412,human,ENST00000220853.8,TRUE,0,0,894
ENSG00000104412,gorilla,ENSGGOT00000028564.2,TRUE,0,0,897
ENSG00000104413,human,ENST00000433389.8,TRUE,0,0,2046
ENSG00000104413,gorilla,ENSGGOT00000003645.3,TRUE,0,0,2046
ENSG00000104415,human,ENST00000250160.11,TRUE,0,0,1104
ENSG00000104415,gorilla,ENSGGOT00000067709.1,TRUE,0,0,1107
ENSG00000104419,human,ENST00000323851.13,TRUE,0,0,1185
ENSG00000104419,gorilla,ENSGGOT00000015267.3,TRUE,0,0,1185
ENSG00000104427,human,ENST00000263849.9,TRUE,0,0,978
ENSG00000104427,gorilla,ENSGGOT00000044182.1,TRUE,0,0,972
ENSG00000104432,human,ENST00000263851.9,TRUE,0,0,534
ENSG00000104432,gorilla,ENSGGOT00000000478.3,TRUE,0,0,540
ENSG00000104435,human,ENST00000220876.12,TRUE,0,0,540
ENSG00000104435,gorilla,ENSGGOT00000053036.1,TRUE,0,0,564
ENSG00000104442,human,ENST00000276569.8,TRUE,0,0,849
ENSG00000104442,gorilla,ENSGGOT00000026684.2,TRUE,0,0,849
ENSG00000104450,human,ENST00000388798.7,TRUE,0,0,2781
ENSG00000104450,gorilla,ENSGGOT00000010998.3,TRUE,0,0,2619
ENSG00000104472,human,ENST00000220913.10,TRUE,0,0,396
ENSG00000104472,gorilla,ENSGGOT00000051847.1,TRUE,0,0,249
ENSG00000104490,human,ENST00000220931.11,TRUE,0,0,582
ENSG00000104490,gorilla,ENSGGOT00000032602.2,TRUE,0,0,582
ENSG00000104497,human,ENST00000345957.9,TRUE,0,0,1035
ENSG00000104497,gorilla,ENSGGOT00000061371.1,TRUE,0,0,1035
ENSG00000104518,human,ENST00000262580.9,TRUE,0,0,1455
ENSG00000104518,gorilla,ENSGGOT00000006766.3,TRUE,0,0,1599
ENSG00000104522,human,ENST00000425753.7,TRUE,0,0,966
ENSG00000104522,gorilla,ENSGGOT00000002408.3,TRUE,0,0,1035
ENSG00000104524,human,ENST00000495276.6,TRUE,0,0,825
ENSG00000104524,gorilla,ENSGGOT00000002407.3,TRUE,0,0,861
ENSG00000104529,human,ENST00000618139.4,TRUE,0,0,1944
ENSG00000104529,gorilla,ENSGGOT00000002403.3,TRUE,0,0,2220
ENSG00000104537,human,ENST00000419625.6,TRUE,0,0,951
ENSG00000104537,gorilla,ENSGGOT00000065287.1,TRUE,0,0,1074
ENSG00000104549,human,ENST00000265896.10,TRUE,0,0,1725
ENSG00000104549,gorilla,ENSGGOT00000007353.3,TRUE,0,0,1725
ENSG00000104611,human,ENST00000265807.8,TRUE,0,0,1365
ENSG00000104611,gorilla,ENSGGOT00000032135.2,TRUE,0,0,1125
ENSG00000104613,human,ENST00000397977.8,TRUE,0,0,2133
ENSG00000104613,gorilla,ENSGGOT00000033792.2,TRUE,0,0,2136
ENSG00000104626,human,ENST00000250263.8,TRUE,0,0,1050
ENSG00000104626,gorilla,ENSGGOT00000013108.3,TRUE,0,0,1050
ENSG00000104635,human,ENST00000381237.6,TRUE,0,0,1479
ENSG00000104635,gorilla,ENSGGOT00000003784.3,TRUE,0,0,1473
ENSG00000104643,human,ENST00000221086.8,TRUE,0,0,1650
ENSG00000104643,gorilla,ENSGGOT00000016326.4,TRUE,0,0,1650
ENSG00000104660,human,ENST00000321250.13,TRUE,0,0,396
ENSG00000104660,gorilla,ENSGGOT00000012853.3,TRUE,0,0,432
ENSG00000104671,human,ENST00000221114.8,TRUE,0,0,573
ENSG00000104671,gorilla,ENSGGOT00000055953.1,TRUE,0,0,582
ENSG00000104679,human,ENST00000265806.12,TRUE,0,0,1323
ENSG00000104679,gorilla,ENSGGOT00000013866.3,TRUE,0,0,1431
ENSG00000104687,human,ENST00000221130.11,TRUE,0,0,1569
ENSG00000104687,gorilla,ENSGGOT00000002349.3,TRUE,0,0,1503
ENSG00000104689,human,ENST00000221132.8,TRUE,0,0,1407
ENSG00000104689,gorilla,ENSGGOT00000061536.1,TRUE,0,0,1407
ENSG00000104691,human,ENST00000265616.10,TRUE,0,0,813
ENSG00000104691,gorilla,ENSGGOT00000044957.1,TRUE,0,0,930
ENSG00000104695,human,ENST00000221138.9,TRUE,0,0,930
ENSG00000104695,gorilla,ENSGGOT00000014026.3,TRUE,0,0,930
ENSG00000104714,human,ENST00000262109.8,TRUE,0,0,1332
ENSG00000104714,gorilla,ENSGGOT00000011826.3,TRUE,0,0,1332
ENSG00000104722,human,ENST00000221166.10,TRUE,0,0,2751
ENSG00000104722,gorilla,ENSGGOT00000009920.3,TRUE,0,0,2709
ENSG00000104723,human,ENST00000503731.6,TRUE,0,0,1047
ENSG00000104723,gorilla,ENSGGOT00000014461.3,TRUE,0,0,1047
ENSG00000104731,human,ENST00000270583.10,TRUE,0,0,1563
ENSG00000104731,gorilla,ENSGGOT00000050417.1,TRUE,0,0,1563
ENSG00000104738,human,ENST00000649973.1,TRUE,0,0,2592
ENSG00000104738,gorilla,ENSGGOT00000006110.3,TRUE,0,0,2586
ENSG00000104755,human,ENST00000265708.9,TRUE,0,0,2208
ENSG00000104755,gorilla,ENSGGOT00000063809.1,TRUE,0,0,2103
ENSG00000104756,human,ENST00000221200.9,TRUE,0,0,1170
ENSG00000104756,gorilla,ENSGGOT00000004504.3,TRUE,0,0,1170
ENSG00000104760,human,ENST00000427924.5,TRUE,0,0,939
ENSG00000104760,gorilla,ENSGGOT00000017063.3,TRUE,0,0,939
ENSG00000104763,human,ENST00000637790.2,TRUE,0,0,1188
ENSG00000104763,gorilla,ENSGGOT00000014592.3,TRUE,0,0,1236
ENSG00000104765,human,ENST00000380629.7,TRUE,0,0,660
ENSG00000104765,gorilla,ENSGGOT00000046144.1,TRUE,0,0,600
ENSG00000104783,human,ENST00000648319.1,TRUE,0,0,1284
ENSG00000104783,gorilla,ENSGGOT00000005517.3,TRUE,0,0,1284
ENSG00000104804,human,ENST00000221399.8,TRUE,0,0,1563
ENSG00000104804,gorilla,ENSGGOT00000006357.3,TRUE,0,0,1563
ENSG00000104805,human,ENST00000405315.9,TRUE,0,0,1386
ENSG00000104805,gorilla,ENSGGOT00000006365.3,TRUE,0,0,1389
ENSG00000104808,human,ENST00000221403.7,TRUE,0,0,1005
ENSG00000104808,gorilla,ENSGGOT00000001210.3,TRUE,0,0,1005
ENSG00000104812,human,ENST00000323798.8,TRUE,0,0,2214
ENSG00000104812,gorilla,ENSGGOT00000048129.1,TRUE,0,0,2214
ENSG00000104814,human,ENST00000396857.7,TRUE,0,0,2466
ENSG00000104814,gorilla,ENSGGOT00000034052.2,TRUE,0,0,2415
ENSG00000104823,human,ENST00000221418.9,TRUE,0,0,987
ENSG00000104823,gorilla,ENSGGOT00000003568.4,TRUE,0,0,987
ENSG00000104824,human,ENST00000221419.10,TRUE,0,0,1770
ENSG00000104824,gorilla,ENSGGOT00000004093.3,TRUE,0,0,1812
ENSG00000104825,human,ENST00000313582.6,TRUE,0,0,1071
ENSG00000104825,gorilla,ENSGGOT00000002505.3,TRUE,0,0,1071
ENSG00000104833,human,ENST00000264071.7,TRUE,0,0,1335
ENSG00000104833,gorilla,ENSGGOT00000048296.1,TRUE,0,0,1119
ENSG00000104848,human,ENST00000221444.2,TRUE,0,0,1371
ENSG00000104848,gorilla,ENSGGOT00000013786.3,TRUE,0,0,1107
ENSG00000104852,human,ENST00000598441.6,TRUE,0,0,1314
ENSG00000104852,gorilla,ENSGGOT00000025671.2,TRUE,0,0,1314
ENSG00000104853,human,ENST00000337392.10,TRUE,0,0,2010
ENSG00000104853,gorilla,ENSGGOT00000008060.3,TRUE,0,0,1968
ENSG00000104856,human,ENST00000221452.13,TRUE,0,0,1740
ENSG00000104856,gorilla,ENSGGOT00000028991.2,TRUE,0,0,1740
ENSG00000104859,human,ENST00000221455.8,TRUE,0,0,2025
ENSG00000104859,gorilla,ENSGGOT00000003410.3,TRUE,0,0,2025
ENSG00000104863,human,ENST00000221459.7,TRUE,0,0,624
ENSG00000104863,gorilla,ENSGGOT00000008430.2,TRUE,0,0,285
ENSG00000104866,human,ENST00000221462.9,TRUE,0,0,2076
ENSG00000104866,gorilla,ENSGGOT00000028237.2,TRUE,0,0,2076
ENSG00000104870,human,ENST00000221466.10,TRUE,0,0,1098
ENSG00000104870,gorilla,ENSGGOT00000008813.3,TRUE,0,0,1107
ENSG00000104872,human,ENST00000262265.10,TRUE,0,0,873
ENSG00000104872,gorilla,ENSGGOT00000023761.2,TRUE,0,0,873
ENSG00000104879,human,ENST00000221476.4,TRUE,0,0,1146
ENSG00000104879,gorilla,ENSGGOT00000008846.3,TRUE,0,0,1146
ENSG00000104883,human,ENST00000221480.6,TRUE,0,0,726
ENSG00000104883,gorilla,ENSGGOT00000004762.3,TRUE,0,0,726
ENSG00000104884,human,ENST00000391945.10,TRUE,0,0,2283
ENSG00000104884,gorilla,ENSGGOT00000065075.1,TRUE,0,0,2433
ENSG00000104886,human,ENST00000326631.7,TRUE,0,0,450
ENSG00000104886,gorilla,ENSGGOT00000065898.1,TRUE,0,0,831
ENSG00000104888,human,ENST00000221485.8,TRUE,0,0,1683
ENSG00000104888,gorilla,ENSGGOT00000016688.3,TRUE,0,0,1683
ENSG00000104889,human,ENST00000221486.6,TRUE,0,0,900
ENSG00000104889,gorilla,ENSGGOT00000005877.3,TRUE,0,0,900
ENSG00000104892,human,ENST00000391946.7,TRUE,0,0,1515
ENSG00000104892,gorilla,ENSGGOT00000015885.3,TRUE,0,0,1515
ENSG00000104894,human,ENST00000323906.9,TRUE,0,0,846
ENSG00000104894,gorilla,ENSGGOT00000016413.3,TRUE,0,0,846
ENSG00000104897,human,ENST00000221494.10,TRUE,0,0,1395
ENSG00000104897,gorilla,ENSGGOT00000006641.3,TRUE,0,0,1395
ENSG00000104899,human,ENST00000221496.5,TRUE,0,0,1683
ENSG00000104899,gorilla,ENSGGOT00000023830.2,TRUE,0,0,1683
ENSG00000104901,human,ENST00000221498.7,TRUE,0,0,729
ENSG00000104901,gorilla,ENSGGOT00000016437.3,TRUE,0,0,729
ENSG00000104903,human,ENST00000264824.5,TRUE,0,0,843
ENSG00000104903,gorilla,ENSGGOT00000028646.2,TRUE,0,0,843
ENSG00000104904,human,ENST00000602676.6,TRUE,0,0,687
ENSG00000104904,gorilla,ENSGGOT00000007606.3,TRUE,0,0,687
ENSG00000104907,human,ENST00000357720.9,TRUE,0,0,1980
ENSG00000104907,gorilla,ENSGGOT00000014062.3,TRUE,0,0,1980
ENSG00000104915,human,ENST00000587230.6,TRUE,0,0,750
ENSG00000104915,gorilla,ENSGGOT00000009520.3,TRUE,0,0,750
ENSG00000104918,human,ENST00000221515.6,TRUE,0,0,327
ENSG00000104918,gorilla,ENSGGOT00000009583.3,TRUE,0,0,327
ENSG00000104921,human,ENST00000597921.6,TRUE,0,0,966
ENSG00000104921,gorilla,ENSGGOT00000007020.3,TRUE,0,0,966
ENSG00000104936,human,ENST00000291270.9,TRUE,0,0,1890
ENSG00000104936,gorilla,ENSGGOT00000008009.3,TRUE,0,0,1971
ENSG00000104938,human,ENST00000327325.10,TRUE,0,0,1200
ENSG00000104938,gorilla,ENSGGOT00000026262.2,TRUE,0,0,1131
ENSG00000104941,human,ENST00000221538.8,TRUE,0,0,2154
ENSG00000104941,gorilla,ENSGGOT00000003421.3,TRUE,0,0,1944
ENSG00000104946,human,ENST00000221543.10,TRUE,0,0,1947
ENSG00000104946,gorilla,ENSGGOT00000010257.3,TRUE,0,0,1815
ENSG00000104951,human,ENST00000391826.7,TRUE,0,0,1704
ENSG00000104951,gorilla,ENSGGOT00000010268.3,TRUE,0,0,1770
ENSG00000104953,human,ENST00000246112.9,TRUE,0,0,1719
ENSG00000104953,gorilla,ENSGGOT00000014815.3,TRUE,0,0,1719
ENSG00000104957,human,ENST00000221554.13,TRUE,0,0,1191
ENSG00000104957,gorilla,ENSGGOT00000006652.3,TRUE,0,0,1191
ENSG00000104964,human,ENST00000327141.9,TRUE,0,0,594
ENSG00000104964,gorilla,ENSGGOT00000010770.3,TRUE,0,0,750
ENSG00000104967,human,ENST00000263257.6,TRUE,0,0,1479
ENSG00000104967,gorilla,ENSGGOT00000000327.3,TRUE,0,61,1401
ENSG00000104969,human,ENST00000221566.7,TRUE,0,0,942
ENSG00000104969,gorilla,ENSGGOT00000007949.3,TRUE,0,0,942
ENSG00000104973,human,ENST00000312865.10,TRUE,0,0,2244
ENSG00000104973,gorilla,ENSGGOT00000031309.2,TRUE,0,0,2244
ENSG00000104974,human,ENST00000251372.8,TRUE,0,0,1470
ENSG00000104974,gorilla,ENSGGOT00000007168.3,TRUE,0,0,1959
ENSG00000104976,human,ENST00000221573.11,TRUE,0,0,1005
ENSG00000104976,gorilla,ENSGGOT00000024959.2,TRUE,0,0,1005
ENSG00000104979,human,ENST00000588234.6,TRUE,0,0,300
ENSG00000104979,gorilla,ENSGGOT00000022388.2,TRUE,0,0,300
ENSG00000104980,human,ENST00000270538.8,TRUE,0,0,1359
ENSG00000104980,gorilla,ENSGGOT00000005248.3,TRUE,0,0,1362
ENSG00000104983,human,ENST00000595358.5,TRUE,0,0,1539
ENSG00000104983,gorilla,ENSGGOT00000011163.3,TRUE,0,0,999
ENSG00000104998,human,ENST00000263379.4,TRUE,0,0,1911
ENSG00000104998,gorilla,ENSGGOT00000011557.3,TRUE,0,0,1911
ENSG00000105011,human,ENST00000263382.8,TRUE,0,0,609
ENSG00000105011,gorilla,ENSGGOT00000013347.3,TRUE,0,35,609
ENSG00000105048,human,ENST00000588981.6,TRUE,0,0,837
ENSG00000105048,gorilla,ENSGGOT00000006079.3,TRUE,0,0,465
ENSG00000105053,human,ENST00000316763.8,TRUE,0,0,1425
ENSG00000105053,gorilla,ENSGGOT00000029403.2,TRUE,0,0,1425
ENSG00000105058,human,ENST00000263384.12,TRUE,0,0,339
ENSG00000105058,gorilla,ENSGGOT00000024071.2,TRUE,0,0,339
ENSG00000105063,human,ENST00000412770.7,TRUE,0,0,2646
ENSG00000105063,gorilla,ENSGGOT00000024007.2,TRUE,0,0,2607
ENSG00000105072,human,ENST00000221671.8,TRUE,0,0,1974
ENSG00000105072,gorilla,ENSGGOT00000016396.3,TRUE,0,0,1974
ENSG00000105085,human,ENST00000263390.8,TRUE,0,0,1803
ENSG00000105085,gorilla,ENSGGOT00000031859.2,TRUE,0,0,1803
ENSG00000105088,human,ENST00000264833.9,TRUE,0,0,1365
ENSG00000105088,gorilla,ENSGGOT00000006042.3,TRUE,0,0,1437
ENSG00000105127,human,ENST00000269701.7,TRUE,0,0,2079
ENSG00000105127,gorilla,ENSGGOT00000013480.3,TRUE,0,0,2079
ENSG00000105131,human,ENST00000221730.8,TRUE,0,0,1083
ENSG00000105131,gorilla,ENSGGOT00000010811.3,TRUE,0,0,1083
ENSG00000105135,human,ENST00000263383.8,TRUE,0,0,1899
ENSG00000105135,gorilla,ENSGGOT00000010607.3,TRUE,0,0,1899
ENSG00000105137,human,ENST00000342784.7,TRUE,0,0,2208
ENSG00000105137,gorilla,ENSGGOT00000010589.3,TRUE,0,0,2208
ENSG00000105141,human,ENST00000427043.4,TRUE,0,0,729
ENSG00000105141,gorilla,ENSGGOT00000000433.3,TRUE,0,0,729
ENSG00000105143,human,ENST00000594383.2,TRUE,0,0,1695
ENSG00000105143,gorilla,ENSGGOT00000013495.3,TRUE,0,0,1620
ENSG00000105146,human,ENST00000302804.12,TRUE,0,0,930
ENSG00000105146,gorilla,ENSGGOT00000008032.3,TRUE,0,0,930
ENSG00000105173,human,ENST00000262643.8,TRUE,0,0,1233
ENSG00000105173,gorilla,ENSGGOT00000008488.3,TRUE,0,0,1233
ENSG00000105176,human,ENST00000392271.6,TRUE,0,0,1608
ENSG00000105176,gorilla,ENSGGOT00000005913.3,TRUE,0,0,1383
ENSG00000105185,human,ENST00000590247.7,TRUE,0,0,378
ENSG00000105185,gorilla,ENSGGOT00000048954.1,TRUE,0,0,390
ENSG00000105197,human,ENST00000607714.6,TRUE,0,0,1062
ENSG00000105197,gorilla,ENSGGOT00000014504.3,TRUE,0,98,1371
ENSG00000105198,human,ENST00000221797.5,TRUE,0,0,420
ENSG00000105198,gorilla,ENSGGOT00000029567.2,TRUE,0,0,420
ENSG00000105202,human,ENST00000221801.8,TRUE,0,0,966
ENSG00000105202,gorilla,ENSGGOT00000013125.3,TRUE,0,0,1008
ENSG00000105204,human,ENST00000323039.10,TRUE,0,0,1890
ENSG00000105204,gorilla,ENSGGOT00000053109.1,TRUE,0,0,1986
ENSG00000105219,human,ENST00000430325.7,TRUE,0,0,924
ENSG00000105219,gorilla,ENSGGOT00000001403.3,TRUE,0,0,924
ENSG00000105220,human,ENST00000356487.11,TRUE,0,0,1677
ENSG00000105220,gorilla,ENSGGOT00000045701.1,TRUE,0,0,1722
ENSG00000105221,human,ENST00000392038.7,TRUE,0,0,1446
ENSG00000105221,gorilla,ENSGGOT00000053378.1,TRUE,0,0,1446
ENSG00000105223,human,ENST00000409735.9,TRUE,0,0,1473
ENSG00000105223,gorilla,ENSGGOT00000011059.3,TRUE,0,0,1473
ENSG00000105229,human,ENST00000262971.3,TRUE,0,0,1533
ENSG00000105229,gorilla,ENSGGOT00000007936.3,TRUE,0,0,1533
ENSG00000105245,human,ENST00000252891.8,TRUE,0,0,1830
ENSG00000105245,gorilla,ENSGGOT00000028334.2,TRUE,0,0,1842
ENSG00000105246,human,ENST00000221847.6,TRUE,0,0,690
ENSG00000105246,gorilla,ENSGGOT00000011974.3,TRUE,0,0,690
ENSG00000105248,human,ENST00000262962.12,TRUE,0,0,972
ENSG00000105248,gorilla,ENSGGOT00000023132.2,TRUE,0,0,972
ENSG00000105251,human,ENST00000543264.7,TRUE,0,0,1023
ENSG00000105251,gorilla,ENSGGOT00000010270.3,TRUE,0,0,1023
ENSG00000105254,human,ENST00000221855.8,TRUE,0,0,735
ENSG00000105254,gorilla,ENSGGOT00000043289.1,TRUE,0,0,705
ENSG00000105255,human,ENST00000221856.11,TRUE,0,0,1491
ENSG00000105255,gorilla,ENSGGOT00000052908.1,TRUE,0,0,1491
ENSG00000105258,human,ENST00000221859.9,TRUE,0,0,378
ENSG00000105258,gorilla,ENSGGOT00000015476.3,TRUE,0,0,378
ENSG00000105261,human,ENST00000633214.2,TRUE,0,0,573
ENSG00000105261,gorilla,ENSGGOT00000015483.3,TRUE,0,0,645
ENSG00000105270,human,ENST00000360535.9,TRUE,0,0,1644
ENSG00000105270,gorilla,ENSGGOT00000000893.3,TRUE,0,0,1644
ENSG00000105278,human,ENST00000262961.9,TRUE,0,0,2820
ENSG00000105278,gorilla,ENSGGOT00000002887.3,TRUE,0,0,2820
ENSG00000105281,human,ENST00000542575.6,TRUE,0,0,1626
ENSG00000105281,gorilla,ENSGGOT00000008831.3,TRUE,0,0,1626
ENSG00000105287,human,ENST00000291281.9,TRUE,0,0,2637
ENSG00000105287,gorilla,ENSGGOT00000047255.1,TRUE,0,0,2637
ENSG00000105289,human,ENST00000541714.7,TRUE,0,0,2760
ENSG00000105289,gorilla,ENSGGOT00000029101.2,TRUE,0,0,2817
ENSG00000105290,human,ENST00000221891.9,TRUE,0,0,1956
ENSG00000105290,gorilla,ENSGGOT00000063784.1,TRUE,0,0,1956
ENSG00000105298,human,ENST00000429344.7,TRUE,0,0,2277
ENSG00000105298,gorilla,ENSGGOT00000012574.3,TRUE,0,0,2280
ENSG00000105321,human,ENST00000221922.11,TRUE,0,0,1596
ENSG00000105321,gorilla,ENSGGOT00000043530.1,TRUE,0,0,1761
ENSG00000105323,human,ENST00000392006.8,TRUE,0,0,2571
ENSG00000105323,gorilla,ENSGGOT00000022918.2,TRUE,0,0,2571
ENSG00000105325,human,ENST00000441788.7,TRUE,0,0,1482
ENSG00000105325,gorilla,ENSGGOT00000002211.3,TRUE,0,0,1482
ENSG00000105329,human,ENST00000221930.6,TRUE,0,0,1173
ENSG00000105329,gorilla,ENSGGOT00000029706.2,TRUE,0,0,1173
ENSG00000105341,human,ENST00000221943.14,TRUE,0,0,774
ENSG00000105341,gorilla,ENSGGOT00000033975.2,TRUE,0,0,774
ENSG00000105352,human,ENST00000221954.7,TRUE,0,0,735
ENSG00000105352,gorilla,ENSGGOT00000001992.3,TRUE,0,0,765
ENSG00000105355,human,ENST00000221957.9,TRUE,0,0,1305
ENSG00000105355,gorilla,ENSGGOT00000015110.3,TRUE,0,0,1407
ENSG00000105364,human,ENST00000253099.11,TRUE,0,0,936
ENSG00000105364,gorilla,ENSGGOT00000066198.1,TRUE,0,0,1074
ENSG00000105366,human,ENST00000321424.7,TRUE,0,0,1500
ENSG00000105366,gorilla,ENSGGOT00000027639.2,TRUE,0,0,1500
ENSG00000105369,human,ENST00000221972.8,TRUE,0,0,681
ENSG00000105369,gorilla,ENSGGOT00000015333.3,TRUE,0,0,681
ENSG00000105370,human,ENST00000596399.2,TRUE,0,0,522
ENSG00000105370,gorilla,ENSGGOT00000014829.3,TRUE,0,0,648
ENSG00000105371,human,ENST00000380770.5,TRUE,0,0,816
ENSG00000105371,gorilla,ENSGGOT00000006013.3,TRUE,0,0,816
ENSG00000105372,human,ENST00000598742.6,TRUE,0,0,438
ENSG00000105372,gorilla,ENSGGOT00000015331.3,TRUE,0,0,438
ENSG00000105373,human,ENST00000246802.10,TRUE,0,0,1437
ENSG00000105373,gorilla,ENSGGOT00000005489.3,TRUE,0,0,1395
ENSG00000105374,human,ENST00000221978.10,TRUE,0,0,498
ENSG00000105374,gorilla,ENSGGOT00000014832.3,TRUE,0,0,498
ENSG00000105376,human,ENST00000221980.5,TRUE,0,0,2775
ENSG00000105376,gorilla,ENSGGOT00000006022.3,TRUE,0,0,2775
ENSG00000105379,human,ENST00000309244.9,TRUE,0,0,768
ENSG00000105379,gorilla,ENSGGOT00000009166.3,TRUE,0,0,1041
ENSG00000105383,human,ENST00000262262.5,TRUE,0,0,1095
ENSG00000105383,gorilla,ENSGGOT00000025622.2,TRUE,0,0,1095
ENSG00000105388,human,ENST00000221992.11,TRUE,0,0,2109
ENSG00000105388,gorilla,ENSGGOT00000028726.2,TRUE,0,0,2109
ENSG00000105392,human,ENST00000221996.12,TRUE,0,0,900
ENSG00000105392,gorilla,ENSGGOT00000034655.2,TRUE,0,0,900
ENSG00000105393,human,ENST00000598188.6,TRUE,0,0,990
ENSG00000105393,gorilla,ENSGGOT00000022259.2,TRUE,0,0,990
ENSG00000105398,human,ENST00000222002.4,TRUE,0,0,858
ENSG00000105398,gorilla,ENSGGOT00000012197.3,TRUE,0,0,858
ENSG00000105401,human,ENST00000222005.7,TRUE,0,0,1137
ENSG00000105401,gorilla,ENSGGOT00000028647.2,TRUE,0,0,1137
ENSG00000105402,human,ENST00000263354.8,TRUE,0,0,888
ENSG00000105402,gorilla,ENSGGOT00000023418.2,TRUE,0,0,888
ENSG00000105404,human,ENST00000222008.11,TRUE,0,0,558
ENSG00000105404,gorilla,ENSGGOT00000003969.3,TRUE,0,0,558
ENSG00000105419,human,ENST00000558555.6,TRUE,0,0,1128
ENSG00000105419,gorilla,ENSGGOT00000023901.2,TRUE,0,0,1002
ENSG00000105427,human,ENST00000222032.10,TRUE,0,0,339
ENSG00000105427,gorilla,ENSGGOT00000000764.3,TRUE,0,0,378
ENSG00000105428,human,ENST00000222033.6,TRUE,0,0,1290
ENSG00000105428,gorilla,ENSGGOT00000002721.3,TRUE,0,0,1266
ENSG00000105438,human,ENST00000330720.7,TRUE,0,0,639
ENSG00000105438,gorilla,ENSGGOT00000030812.2,FALSE,0,0,659
ENSG00000105443,human,ENST00000452733.7,TRUE,0,0,1200
ENSG00000105443,gorilla,ENSGGOT00000063689.1,TRUE,0,0,1269
ENSG00000105447,human,ENST00000253237.10,TRUE,0,0,1341
ENSG00000105447,gorilla,ENSGGOT00000013496.3,TRUE,0,0,1338
ENSG00000105467,human,ENST00000344846.7,TRUE,0,0,705
ENSG00000105467,gorilla,ENSGGOT00000029550.2,TRUE,0,0,705
ENSG00000105472,human,ENST00000250340.9,TRUE,0,0,972
ENSG00000105472,gorilla,ENSGGOT00000025836.2,TRUE,0,80,972
ENSG00000105479,human,ENST00000674294.1,TRUE,0,0,2124
ENSG00000105479,gorilla,ENSGGOT00000001258.3,TRUE,0,0,2013
ENSG00000105483,human,ENST00000651546.1,TRUE,0,0,1614
ENSG00000105483,gorilla,ENSGGOT00000000261.3,TRUE,0,0,1569
ENSG00000105486,human,ENST00000263274.12,TRUE,0,0,2760
ENSG00000105486,gorilla,ENSGGOT00000015107.3,TRUE,0,0,2688
ENSG00000105492,human,ENST00000425629.8,TRUE,0,0,1362
ENSG00000105492,gorilla,ENSGGOT00000005360.3,TRUE,0,0,1356
ENSG00000105497,human,ENST00000262259.7,TRUE,0,0,2136
